2048
28.920000 28.920000 28.920000
63.550000
1 -12.652500 -12.652500 -12.652500
2 -10.845000 -10.845000 -12.652500
3 -10.845000 -12.652500 -10.845000
4 -12.652500 -10.845000 -10.845000
5 -12.652500 -12.652500 -9.037500
6 -10.845000 -10.845000 -9.037500
7 -10.845000 -12.652500 -7.230000
8 -12.652500 -10.845000 -7.230000
9 -12.652500 -12.652500 -5.422500
10 -10.845000 -10.845000 -5.422500
11 -10.845000 -12.652500 -3.615000
12 -12.652500 -10.845000 -3.615000
13 -12.652500 -12.652500 -1.807500
14 -10.845000 -10.845000 -1.807500
15 -10.845000 -12.652500 -0.000000
16 -12.652500 -10.845000 -0.000000
17 -12.652500 -12.652500 1.807500
18 -10.845000 -10.845000 1.807500
19 -10.845000 -12.652500 3.615000
20 -12.652500 -10.845000 3.615000
21 -12.652500 -12.652500 5.422500
22 -10.845000 -10.845000 5.422500
23 -10.845000 -12.652500 7.230000
24 -12.652500 -10.845000 7.230000
25 -12.652500 -12.652500 9.037500
26 -10.845000 -10.845000 9.037500
27 -10.845000 -12.652500 10.845000
28 -12.652500 -10.845000 10.845000
29 -12.652500 -12.652500 12.652500
30 -10.845000 -10.845000 12.652500
31 -10.845000 -12.652500 14.460000
32 -12.652500 -10.845000 14.460000
33 -12.652500 -9.037500 -12.652500
34 -10.845000 -7.230000 -12.652500
35 -10.845000 -9.037500 -10.845000
36 -12.652500 -7.230000 -10.845000
37 -12.652500 -9.037500 -9.037500
38 -10.845000 -7.230000 -9.037500
39 -10.845000 -9.037500 -7.230000
40 -12.652500 -7.230000 -7.230000
41 -12.652500 -9.037500 -5.422500
42 -10.845000 -7.230000 -5.422500
43 -10.845000 -9.037500 -3.615000
44 -12.652500 -7.230000 -3.615000
45 -12.652500 -9.037500 -1.807500
46 -10.845000 -7.230000 -1.807500
47 -10.845000 -9.037500 -0.000000
48 -12.652500 -7.230000 -0.000000
49 -12.652500 -9.037500 1.807500
50 -10.845000 -7.230000 1.807500
51 -10.845000 -9.037500 3.615000
52 -12.652500 -7.230000 3.615000
53 -12.652500 -9.037500 5.422500
54 -10.845000 -7.230000 5.422500
55 -10.845000 -9.037500 7.230000
56 -12.652500 -7.230000 7.230000
57 -12.652500 -9.037500 9.037500
58 -10.845000 -7.230000 9.037500
59 -10.845000 -9.037500 10.845000
60 -12.652500 -7.230000 10.845000
61 -12.652500 -9.037500 12.652500
62 -10.845000 -7.230000 12.652500
63 -10.845000 -9.037500 14.460000
64 -12.652500 -7.230000 14.460000
65 -12.652500 -5.422500 -12.652500
66 -10.845000 -3.615000 -12.652500
67 -10.845000 -5.422500 -10.845000
68 -12.652500 -3.615000 -10.845000
69 -12.652500 -5.422500 -9.037500
70 -10.845000 -3.615000 -9.037500
71 -10.845000 -5.422500 -7.230000
72 -12.652500 -3.615000 -7.230000
73 -12.652500 -5.422500 -5.422500
74 -10.845000 -3.615000 -5.422500
75 -10.845000 -5.422500 -3.615000
76 -12.652500 -3.615000 -3.615000
77 -12.652500 -5.422500 -1.807500
78 -10.845000 -3.615000 -1.807500
79 -10.845000 -5.422500 -0.000000
80 -12.652500 -3.615000 -0.000000
81 -12.652500 -5.422500 1.807500
82 -10.845000 -3.615000 1.807500
83 -10.845000 -5.422500 3.615000
84 -12.652500 -3.615000 3.615000
85 -12.652500 -5.422500 5.422500
86 -10.845000 -3.615000 5.422500
87 -10.845000 -5.422500 7.230000
88 -12.652500 -3.615000 7.230000
89 -12.652500 -5.422500 9.037500
90 -10.845000 -3.615000 9.037500
91 -10.845000 -5.422500 10.845000
92 -12.652500 -3.615000 10.845000
93 -12.652500 -5.422500 12.652500
94 -10.845000 -3.615000 12.652500
95 -10.845000 -5.422500 14.460000
96 -12.652500 -3.615000 14.460000
97 -12.652500 -1.807500 -12.652500
98 -10.845000 -0.000000 -12.652500
99 -10.845000 -1.807500 -10.845000
100 -12.652500 -0.000000 -10.845000
101 -12.652500 -1.807500 -9.037500
102 -10.845000 -0.000000 -9.037500
103 -10.845000 -1.807500 -7.230000
104 -12.652500 -0.000000 -7.230000
105 -12.652500 -1.807500 -5.422500
106 -10.845000 -0.000000 -5.422500
107 -10.845000 -1.807500 -3.615000
108 -12.652500 -0.000000 -3.615000
109 -12.652500 -1.807500 -1.807500
110 -10.845000 -0.000000 -1.807500
111 -10.845000 -1.807500 -0.000000
112 -12.652500 -0.000000 -0.000000
113 -12.652500 -1.807500 1.807500
114 -10.845000 -0.000000 1.807500
115 -10.845000 -1.807500 3.615000
116 -12.652500 -0.000000 3.615000
117 -12.652500 -1.807500 5.422500
118 -10.845000 -0.000000 5.422500
119 -10.845000 -1.807500 7.230000
120 -12.652500 -0.000000 7.230000
121 -12.652500 -1.807500 9.037500
122 -10.845000 -0.000000 9.037500
123 -10.845000 -1.807500 10.845000
124 -12.652500 -0.000000 10.845000
125 -12.652500 -1.807500 12.652500
126 -10.845000 -0.000000 12.652500
127 -10.845000 -1.807500 14.460000
128 -12.652500 -0.000000 14.460000
129 -12.652500 1.807500 -12.652500
130 -10.845000 3.615000 -12.652500
131 -10.845000 1.807500 -10.845000
132 -12.652500 3.615000 -10.845000
133 -12.652500 1.807500 -9.037500
134 -10.845000 3.615000 -9.037500
135 -10.845000 1.807500 -7.230000
136 -12.652500 3.615000 -7.230000
137 -12.652500 1.807500 -5.422500
138 -10.845000 3.615000 -5.422500
139 -10.845000 1.807500 -3.615000
140 -12.652500 3.615000 -3.615000
141 -12.652500 1.807500 -1.807500
142 -10.845000 3.615000 -1.807500
143 -10.845000 1.807500 -0.000000
144 -12.652500 3.615000 -0.000000
145 -12.652500 1.807500 1.807500
146 -10.845000 3.615000 1.807500
147 -10.845000 1.807500 3.615000
148 -12.652500 3.615000 3.615000
149 -12.652500 1.807500 5.422500
150 -10.845000 3.615000 5.422500
151 -10.845000 1.807500 7.230000
152 -12.652500 3.615000 7.230000
153 -12.652500 1.807500 9.037500
154 -10.845000 3.615000 9.037500
155 -10.845000 1.807500 10.845000
156 -12.652500 3.615000 10.845000
157 -12.652500 1.807500 12.652500
158 -10.845000 3.615000 12.652500
159 -10.845000 1.807500 14.460000
160 -12.652500 3.615000 14.460000
161 -12.652500 5.422500 -12.652500
162 -10.845000 7.230000 -12.652500
163 -10.845000 5.422500 -10.845000
164 -12.652500 7.230000 -10.845000
165 -12.652500 5.422500 -9.037500
166 -10.845000 7.230000 -9.037500
167 -10.845000 5.422500 -7.230000
168 -12.652500 7.230000 -7.230000
169 -12.652500 5.422500 -5.422500
170 -10.845000 7.230000 -5.422500
171 -10.845000 5.422500 -3.615000
172 -12.652500 7.230000 -3.615000
173 -12.652500 5.422500 -1.807500
174 -10.845000 7.230000 -1.807500
175 -10.845000 5.422500 -0.000000
176 -12.652500 7.230000 -0.000000
177 -12.652500 5.422500 1.807500
178 -10.845000 7.230000 1.807500
179 -10.845000 5.422500 3.615000
180 -12.652500 7.230000 3.615000
181 -12.652500 5.422500 5.422500
182 -10.845000 7.230000 5.422500
183 -10.845000 5.422500 7.230000
184 -12.652500 7.230000 7.230000
185 -12.652500 5.422500 9.037500
186 -10.845000 7.230000 9.037500
187 -10.845000 5.422500 10.845000
188 -12.652500 7.230000 10.845000
189 -12.652500 5.422500 12.652500
190 -10.845000 7.230000 12.652500
191 -10.845000 5.422500 14.460000
192 -12.652500 7.230000 14.460000
193 -12.652500 9.037500 -12.652500
194 -10.845000 10.845000 -12.652500
195 -10.845000 9.037500 -10.845000
196 -12.652500 10.845000 -10.845000
197 -12.652500 9.037500 -9.037500
198 -10.845000 10.845000 -9.037500
199 -10.845000 9.037500 -7.230000
200 -12.652500 10.845000 -7.230000
201 -12.652500 9.037500 -5.422500
202 -10.845000 10.845000 -5.422500
203 -10.845000 9.037500 -3.615000
204 -12.652500 10.845000 -3.615000
205 -12.652500 9.037500 -1.807500
206 -10.845000 10.845000 -1.807500
207 -10.845000 9.037500 -0.000000
208 -12.652500 10.845000 -0.000000
209 -12.652500 9.037500 1.807500
210 -10.845000 10.845000 1.807500
211 -10.845000 9.037500 3.615000
212 -12.652500 10.845000 3.615000
213 -12.652500 9.037500 5.422500
214 -10.845000 10.845000 5.422500
215 -10.845000 9.037500 7.230000
216 -12.652500 10.845000 7.230000
217 -12.652500 9.037500 9.037500
218 -10.845000 10.845000 9.037500
219 -10.845000 9.037500 10.845000
220 -12.652500 10.845000 10.845000
221 -12.652500 9.037500 12.652500
222 -10.845000 10.845000 12.652500
223 -10.845000 9.037500 14.460000
224 -12.652500 10.845000 14.460000
225 -12.652500 12.652500 -12.652500
226 -10.845000 14.460000 -12.652500
227 -10.845000 12.652500 -10.845000
228 -12.652500 14.460000 -10.845000
229 -12.652500 12.652500 -9.037500
230 -10.845000 14.460000 -9.037500
231 -10.845000 12.652500 -7.230000
232 -12.652500 14.460000 -7.230000
233 -12.652500 12.652500 -5.422500
234 -10.845000 14.460000 -5.422500
235 -10.845000 12.652500 -3.615000
236 -12.652500 14.460000 -3.615000
237 -12.652500 12.652500 -1.807500
238 -10.845000 14.460000 -1.807500
239 -10.845000 12.652500 -0.000000
240 -12.652500 14.460000 -0.000000
241 -12.652500 12.652500 1.807500
242 -10.845000 14.460000 1.807500
243 -10.845000 12.652500 3.615000
244 -12.652500 14.460000 3.615000
245 -12.652500 12.652500 5.422500
246 -10.845000 14.460000 5.422500
247 -10.845000 12.652500 7.230000
248 -12.652500 14.460000 7.230000
249 -12.652500 12.652500 9.037500
250 -10.845000 14.460000 9.037500
251 -10.845000 12.652500 10.845000
252 -12.652500 14.460000 10.845000
253 -12.652500 12.652500 12.652500
254 -10.845000 14.460000 12.652500
255 -10.845000 12.652500 14.460000
256 -12.652500 14.460000 14.460000
257 -9.037500 -12.652500 -12.652500
258 -7.230000 -10.845000 -12.652500
259 -7.230000 -12.652500 -10.845000
260 -9.037500 -10.845000 -10.845000
261 -9.037500 -12.652500 -9.037500
262 -7.230000 -10.845000 -9.037500
263 -7.230000 -12.652500 -7.230000
264 -9.037500 -10.845000 -7.230000
265 -9.037500 -12.652500 -5.422500
266 -7.230000 -10.845000 -5.422500
267 -7.230000 -12.652500 -3.615000
268 -9.037500 -10.845000 -3.615000
269 -9.037500 -12.652500 -1.807500
270 -7.230000 -10.845000 -1.807500
271 -7.230000 -12.652500 -0.000000
272 -9.037500 -10.845000 -0.000000
273 -9.037500 -12.652500 1.807500
274 -7.230000 -10.845000 1.807500
275 -7.230000 -12.652500 3.615000
276 -9.037500 -10.845000 3.615000
277 -9.037500 -12.652500 5.422500
278 -7.230000 -10.845000 5.422500
279 -7.230000 -12.652500 7.230000
280 -9.037500 -10.845000 7.230000
281 -9.037500 -12.652500 9.037500
282 -7.230000 -10.845000 9.037500
283 -7.230000 -12.652500 10.845000
284 -9.037500 -10.845000 10.845000
285 -9.037500 -12.652500 12.652500
286 -7.230000 -10.845000 12.652500
287 -7.230000 -12.652500 14.460000
288 -9.037500 -10.845000 14.460000
289 -9.037500 -9.037500 -12.652500
290 -7.230000 -7.230000 -12.652500
291 -7.230000 -9.037500 -10.845000
292 -9.037500 -7.230000 -10.845000
293 -9.037500 -9.037500 -9.037500
294 -7.230000 -7.230000 -9.037500
295 -7.230000 -9.037500 -7.230000
296 -9.037500 -7.230000 -7.230000
297 -9.037500 -9.037500 -5.422500
298 -7.230000 -7.230000 -5.422500
299 -7.230000 -9.037500 -3.615000
300 -9.037500 -7.230000 -3.615000
301 -9.037500 -9.037500 -1.807500
302 -7.230000 -7.230000 -1.807500
303 -7.230000 -9.037500 -0.000000
304 -9.037500 -7.230000 -0.000000
305 -9.037500 -9.037500 1.807500
306 -7.230000 -7.230000 1.807500
307 -7.230000 -9.037500 3.615000
308 -9.037500 -7.230000 3.615000
309 -9.037500 -9.037500 5.422500
310 -7.230000 -7.230000 5.422500
311 -7.230000 -9.037500 7.230000
312 -9.037500 -7.230000 7.230000
313 -9.037500 -9.037500 9.037500
314 -7.230000 -7.230000 9.037500
315 -7.230000 -9.037500 10.845000
316 -9.037500 -7.230000 10.845000
317 -9.037500 -9.037500 12.652500
318 -7.230000 -7.230000 12.652500
319 -7.230000 -9.037500 14.460000
320 -9.037500 -7.230000 14.460000
321 -9.037500 -5.422500 -12.652500
322 -7.230000 -3.615000 -12.652500
323 -7.230000 -5.422500 -10.845000
324 -9.037500 -3.615000 -10.845000
325 -9.037500 -5.422500 -9.037500
326 -7.230000 -3.615000 -9.037500
327 -7.230000 -5.422500 -7.230000
328 -9.037500 -3.615000 -7.230000
329 -9.037500 -5.422500 -5.422500
330 -7.230000 -3.615000 -5.422500
331 -7.230000 -5.422500 -3.615000
332 -9.037500 -3.615000 -3.615000
333 -9.037500 -5.422500 -1.807500
334 -7.230000 -3.615000 -1.807500
335 -7.230000 -5.422500 -0.000000
336 -9.037500 -3.615000 -0.000000
337 -9.037500 -5.422500 1.807500
